determine;contribute;organization;epicentre;organization;money;wrong
occur;feel;earthquake;quantity;person;intensity;correct
send;provide;;;;;correct-reversed
burn;consume;;;;;correct
issue;classify;;;;;correct
weaken;deteriorate;person;trend;storm;condition;wrong
flood;surround;river;area;convection;area;wrong
destroy;wash;tornado;home;flood;road;wrong
miss;flood;;;;;wrong
lose;fall;people;power;quantity;tree;wrong
upgrade;designate;;;;;wrong
assign;retire;;;;;correct-reversed
exist;exceed;cyclone;problem;damage;quantity;correct
designate;intensify;organization;system;person;storm;wrong
collapse;die;building;building;people;person;correct
name;revise;organization;storm;organization;estimate;wrong
define;intensify;plan;eye;person;storm;wrong
fail;remain;;;;;wrong
develop;issue;;;;;wrong
weaken;transition;;;;;wrong
assign;judge;organization;name;organization;system;wrong
distribute;provide;;;;;correct
dissipate;kill;;;;;correct
publish;retire;person;date;organization;name;wrong
send;distribute;organization;team;organization;food;correct
pledge;send;;;;;wrong
leave;bring;;;;;wrong
peak;weaken;rainfall;wind;person;trend;wrong
go;know;person;house;person;cyclone;wrong
begin;move;;;;;wrong
enter;intensify;;;;;wrong
remain;prevent;;;;;wrong
leave;stay;storm;people;person;indoor;wrong
begin;form;record;trend;person;quantity;wrong
attain;accelerate;person;intensity;person;northward;wrong
weaken;cross;;;;;wrong
affect;go;;;;;wrong
submerge;flood;;;;;correct-reversed
cover;come;;;;;wrong
bring;destroy;;;;;wrong
donate;provide;;;;;correct
archive;retrieve;nhc;version;person;body;wrong
undergo;name;person;intensification;organization;storm;wrong
hit;block;;;;;correct
attain;degenerate;;;;;wrong
inundate;flood;;;;;correct
downgrade;continue;;;;;wrong
intensify;undergo;person;storm;person;intensification;wrong
rise;flood;;;;;correct
damage;operate;wind;home;organization;organization;wrong
isolate;leave;flooding;community;storm;people;wrong
occur;build;earthquake;quantity;person;home;wrong
move;show;;;;;wrong
ask;know;;;;;correct
ignite;burn;;;;;correct
record;die;station;wind;people;person;wrong
rise;live;river;water;people;storm;wrong
name;develop;;;;;correct-reversed
destroy;burn;;;;;correct-reversed
raise;bring;;;;;wrong
sustain;reach;;;;;correct
publish;assign;;;;;wrong
attain;assess;person;intensity;person;damage;wrong
issue;raise;;;;;correct
peak;pass;rainfall;wind;person;quantity;wrong
retire;mark;;;;;wrong
track;intensify;;;;;wrong
form;accord;person;quantity;number;rating;wrong
assign;judge;;;;;wrong
include;survive;person;organization;person;earthquake;wrong
burn;start;;;;;wrong
affect;fall;person;country;quantity;tree;wrong
identify;affect;;;;;wrong
set;record;country;record;station;wind;wrong
trigger;affect;;;;;wrong
injure;destroy;number;people;tornado;home;correct-reversed
name;form;;;;;wrong
release;record;organization;advisory;station;wind;wrong
issue;downgrade;;;;;wrong
jolt;measure;;;;;wrong
form;dissipate;person;quantity;person;mi;wrong
develop;note;;;;;wrong
tend;delimit;;;;;wrong
attain;develop;person;intensity;depression;eye;wrong
drown;wash;;;;;correct-reversed
