record;drop;station;wind;storm;rainfall;wrong
have;judge;;;;;wrong
reach;curve;person;intensity;storm;northward;wrong
design;build;;;;;correct
damage;total;wind;home;damage;money;wrong
shake;occur;earthquake;country;earthquake;quantity;correct
archive;retrieve;nhc;version;person;body;wrong
burn;extinguish;;;;;correct
cause;run;;;;;wrong
resume;weaken;organization;track;person;trend;correct
reflect;speak;this;activity;person;language;correct-reversed
form;drift;person;quantity;person;northward;wrong
know;originate;person;cyclone;person;quantity;wrong
remain;expect;person;number;person;storm;wrong
multiply;exceed;;;;;correct
run;delimit;person;organization;date;period;wrong
burn;destroy;;;;;correct
evacuate;accord;people;people;number;rating;wrong
kill;range;;;;;wrong
evacuate;surge;people;people;storm;river;correct-reversed
dissipate;kill;;;;;correct
damage;amount;wind;home;damage;damage;correct
hit;hold;earthquake;country;dike;water;wrong
cross;enter;;;;;correct
assess;intensify;;;;;wrong
include;call;person;organization;person;organization;wrong
dispatch;assist;organization;team;organization;victim;correct
release;form;organization;advisory;person;quantity;wrong
estimate;weaken;person;wind;person;trend;wrong
continue;increase;person;westward;convection;shear;wrong
assign;take;organization;name;person;place;wrong
rise;cut;river;water;person;power;wrong
send;distribute;organization;team;organization;food;correct
flood;prevent;river;area;shear;flooding;wrong
classify;follow;;;;;wrong
last;delimit;;;;;wrong
sustain;damage;home;damage;wind;home;correct-reversed
develop;issue;;;;;wrong
destroy;wash;tornado;home;flood;road;wrong
bring;drop;storm;rain;storm;rainfall;correct
expose;weaken;shear;center;person;trend;wrong
tend;delimit;;;;;wrong
slow;intensify;;;;;wrong
remove;remain;organization;debris;person;number;correct
block;cause;;;;;correct-reversed
ignite;burn;;;;;correct
evacuate;flood;;;;;correct-reversed
denote;relate;;;;;wrong
name;know;organization;storm;person;cyclone;correct
battle;contain;;;;;wrong
record;flood;;;;;correct-reversed
move;show;;;;;wrong
knock;flood;;;;;correct-reversed
track;persist;person;northwestward;remnant;quantity;wrong
move;bring;person;westward;storm;rain;correct
tend;delimit;cyclone;farm;date;period;wrong
assess;reach;person;damage;person;intensity;wrong
deepen;upgrade;person;trough;organization;system;wrong
attain;pass;;;;;wrong
form;develop;person;quantity;depression;eye;wrong
make;dissipate;person;landfall;person;mi;wrong
damage;die;;;;;correct
donate;provide;;;;;correct
cut;kill;person;power;person;people;correct
bring;close;storm;rain;organization;school;correct
issue;classify;;;;;wrong
accumulate;exist;water;cyclone;cyclone;problem;wrong
hit;block;;;;;correct
damage;catch;;;;;wrong
burn;light;fire;quantity;earthquake;fire;correct
deploy;include;;;;;wrong
hit;strike;earthquake;country;earthquake;country;correct
retire;prove;;;;;wrong
reside;live;people;radius;people;storm;correct
occur;feel;earthquake;quantity;person;intensity;wrong
assess;upgrade;;;;;wrong
cross;strike;;;;;wrong
associate;summarize;person;convection;table;system;wrong
donate;collect;;;;;correct
organize;enter;system;convection;person;area;correct
replace;retire;organization;person;organization;name;correct
track;injure;person;northwestward;number;people;correct
submit;name;organization;report;organization;storm;correct
drain;lie;water;water;country;area;wrong
advise;evacuate;organization;resident;people;people;correct
hit;damage;;;;;correct
mark;replace;;;;;wrong
strike;jolt;;;;;correct
remain;return;;;;;correct
issue;discontinue;organization;warning;person;advisory;correct
estimate;kill;person;wind;person;people;wrong
relate;include;organization;death;person;organization;wrong
peak;pass;rainfall;wind;person;quantity;wrong
leave;enter;storm;people;person;area;correct
fall;miss;quantity;tree;people;people;wrong
occur;build;earthquake;quantity;person;home;wrong
suspend;close;organization;service;organization;school;correct
flood;cause;;;;;wrong
approach;track;;;;;wrong
flood;affect;;;;;wrong
ignite;burn;fire;fire;fire;quantity;correct
emerge;cause;;;;;wrong
dissipate;monitor;person;mi;organization;system;correct
shut;close;organization;airport;organization;school;correct
develop;move;;;;;correct
send;dispatch;organization;team;organization;team;correct
intensify;dissipate;;;;;wrong
total;cause;damage;money;storm;damage;wrong
experience;occur;;;;;wrong
multiply;reflect;;;;;wrong
longitude;expect;;west;person;storm;wrong
enter;displace;person;area;fault;people;wrong
move;enter;;;;;correct
end;feature;season;drought;date;cyclone;wrong
cause;lead;storm;damage;rain;organization;correct
observe;include;number;wind;person;organization;wrong
sweep;damage;flood;home;wind;home;wrong
retire;replace;;;;;correct
drown;kill;;;;;correct
affect;cause;;;;;wrong
strengthen;dissipate;;;;;wrong
classify;continue;organization;system;person;westward;wrong
sink;kill;;;;;correct
take;include;;;;;wrong
affect;close;person;country;organization;school;wrong
strand;flood;flooding;people;river;area;correct-reversed
touch;reach;;;;;wrong
distribute;affect;;;;;correct
occur;touch;earthquake;quantity;tornado;southwest;wrong
evacuate;rise;people;people;river;water;correct-reversed
enter;associate;person;area;person;convection;wrong
issue;raise;;;;;wrong
occur;estimate;;;;;wrong
upgrade;designate;;;;;wrong
rebuild;help;;;;;correct
assign;include;organization;name;person;organization;wrong
occur;shake;earthquake;quantity;earthquake;country;correct
bring;destroy;;;;;wrong
downgrade;dissipate;;;;;wrong
offer;donate;;;;;correct
collapse;die;building;building;people;person;correct
report;produce;organization;damage;storm;wind;correct-reversed
expect;name;;;;;correct
say;take;official;building;person;place;wrong
lose;cause;people;power;storm;damage;correct-reversed
move;expose;person;westward;shear;center;wrong
destroy;cut;tornado;home;person;power;wrong
reflect;speak;person;activity;person;language;wrong
continue;cross;person;westward;person;country;correct
evacuate;give;people;people;organization;way;wrong
continue;turn;;;;;wrong
document;form;;;;;wrong
burn;battle;;;;;wrong
strike;sustain;earthquake;country;home;damage;correct
weaken;cross;;;;;wrong
name;develop;;;;;wrong
donate;distribute;organization;money;organization;food;correct
accumulate;multiply;;;;;correct
want;beware;;;;;wrong
leave;sustain;storm;people;home;damage;wrong
capsize;cause;boat;boat;storm;damage;correct
want;beware;person;housekeeper;;hurricane;wrong
base;pass;;;;;wrong
level;damage;;;;;correct
move;recurve;;;;;wrong
damage;leave;wind;home;storm;people;correct
move;consist;person;westward;person;rock;wrong
develop;note;;;;;wrong
organize;upgrade;system;convection;organization;system;wrong
raise;donate;organization;money;organization;money;correct
weaken;produce;;;;;wrong
drop;damage;storm;rainfall;wind;home;wrong
isolate;leave;flooding;community;storm;people;wrong
attain;fall;person;intensity;quantity;tree;wrong
remain;pass;;;;;wrong
maintain;cross;;;;;wrong
reside;live;people;west;people;storm;wrong
damage;wreck;;;;;correct
name;revise;organization;storm;organization;estimate;wrong
move;designate;person;westward;organization;system;wrong
wash;fall;flood;road;quantity;tree;wrong
determine;contribute;organization;epicentre;organization;money;wrong
form;accord;person;quantity;number;rating;wrong
hit;add;earthquake;country;organization;quantity;wrong
leave;evacuate;storm;people;people;people;correct
burn;consume;fire;quantity;fire;quantity;wrong
denote;relate;griffin;warning;organization;death;wrong
close;damage;;;;;wrong
report;peak;;;;;correct-reversed
upgrade;develop;;;;;correct-reversed
rise;flood;;;;;correct
release;take;organization;advisory;person;place;wrong
kill;know;;;;;correct
leave;close;;;;;wrong
bring;exceed;storm;rain;damage;quantity;correct
move;slow;person;westward;person;motion;wrong
form;track;;;;;correct
last;delimit;person;time;date;period;wrong
allow;locate;condition;resident;person;person;wrong
exist;reflect;cyclone;problem;this;activity;correct
total;damage;damage;money;wind;home;correct-reversed
publish;retire;person;date;organization;name;wrong
attain;dissipate;;;;;wrong
sweep;occur;flood;home;earthquake;quantity;wrong
know;name;;;;;wrong
accumulate;speak;water;cyclone;person;language;wrong
exceed;include;;;;;correct
lose;fall;people;power;quantity;tree;wrong
return;evacuate;;;;;correct-reversed
track;upgrade;;;;;wrong
weaken;indicate;person;trend;report;wind;wrong
track;strike;;;;;wrong
affect;fall;person;country;quantity;tree;wrong
move;emerge;;;;;wrong
follow;occur;;;;;wrong
experience;record;;;;;correct
flood;surround;river;area;convection;area;wrong
organize;follow;system;convection;organization;date;wrong
track;cross;person;northwestward;person;country;wrong
document;form;page;tornado;person;quantity;wrong
intensify;make;;;;;wrong
damage;operate;wind;home;organization;organization;wrong
repair;restore;worker;damage;power;power;correct
contribute;strike;organization;money;earthquake;country;correct-reversed
intensify;turn;;;;;wrong
affect;cancel;;;;;wrong
leave;bring;;;;;correct-reversed
record;peak;station;wind;rainfall;wind;wrong
weaken;undergo;person;trend;person;intensification;wrong
scatter;move;;;;;correct
donate;send;;;;;correct
reach;strengthen;person;intensity;person;storm;correct
delimit;limit;date;period;date;damage;wrong
drop;produce;storm;rainfall;storm;wind;correct
weaken;attain;person;trend;person;intensity;wrong
exceed;lose;;;;;wrong
pass;produce;;;;;wrong
close;issue;;;;;wrong
destroy;disrupt;;;;;correct
take;affect;;;;;wrong
trigger;affect;;;;;wrong
burst;flood;;;;;wrong
delimit;limit;;;;;wrong
fall;bring;;;;;wrong
begin;form;record;trend;person;quantity;wrong
attain;develop;person;intensity;depression;eye;wrong
affect;amount;;;;;wrong
ask;know;;;;;correct
speak;exceed;;;;;wrong
break;burn;fire;record;fire;quantity;correct-reversed
assign;judge;;;;;wrong
bring;provide;storm;rain;organization;assistance;correct
kill;destroy;;;;;correct-reversed
record;die;station;wind;people;person;wrong
destroy;damage;;;;;correct-reversed
destroy;rebuild;;;;;correct
destroy;leave;;;;;correct
track;pass;person;northwestward;person;quantity;wrong
mark;start;this;name;person;fire;wrong
lose;damage;people;power;wind;home;correct-reversed
reflect;speak;;;;;correct
know;originate;;;;;wrong
rise;crest;river;water;river;quantity;correct
intensify;accelerate;;;;;correct
run;come;;;;;correct
drown;wash;;;;;wrong
shake;measure;earthquake;country;quake;number;correct
evacuate;die;people;people;people;person;correct
affect;break;person;country;fire;record;wrong
increase;occur;convection;shear;earthquake;quantity;wrong
issue;extend;;;;;wrong
jolt;measure;;;;;wrong
